cmdCode,commodity,year,world_demand_value
4401,"Fuel wood, in logs, billets, twigs, faggots or similar forms; wood in chip or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms",2020,5516864852.269
4401,"Fuel wood, in logs, billets, twigs, faggots or similar forms; wood in chip or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms",2021,6511847117.323
4401,"Fuel wood, in logs, billets, twigs, faggots or similar forms; wood in chip or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms",2022,9371051104.598999
4401,"Fuel wood, in logs, billets, twigs, faggots or similar forms; wood in chip or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms",2023,8485616627.689
4401,"Fuel wood, in logs, billets, twigs, faggots or similar forms; wood in chip or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms",2024,5105245987.325
4402,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated",2015,776983864.267
4402,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated",2016,771529882.143
4402,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated",2017,857286353.042
4402,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated",2018,1031813759.028
4402,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated",2019,999852140.9849999
4402,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated",2020,1123601706.407
4402,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated",2021,1141105248.5
4402,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated",2022,1247020177.237
4402,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated",2023,1251297910.517
4402,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated",2024,958893995.223
4403,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared",2015,4619874090.019
4403,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared",2016,4298859606.485
4403,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared",2017,4542957916.869
4403,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared",2018,4733638921.398
4403,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared",2019,4367335564.254
4403,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared",2020,3958560316.193
4403,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared",2021,5231728969.0
4403,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared",2022,5492182235.793
4403,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared",2023,4607105647.48
4403,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared",2024,4358625314.592999
4404,"Hoopwood; split poles; piles, pickets, stakes of wood, pointed, not sawn lengthwise; wooden sticks, roughly trimmed, not turned, bent, etc., suitable for walking sticks, umbrellas, tool handles, etc.",2015,134200330.036
4404,"Hoopwood; split poles; piles, pickets, stakes of wood, pointed, not sawn lengthwise; wooden sticks, roughly trimmed, not turned, bent, etc., suitable for walking sticks, umbrellas, tool handles, etc.",2016,139474724.209
4404,"Hoopwood; split poles; piles, pickets, stakes of wood, pointed, not sawn lengthwise; wooden sticks, roughly trimmed, not turned, bent, etc., suitable for walking sticks, umbrellas, tool handles, etc.",2017,159619994.382
4404,"Hoopwood; split poles; piles, pickets, stakes of wood, pointed, not sawn lengthwise; wooden sticks, roughly trimmed, not turned, bent, etc., suitable for walking sticks, umbrellas, tool handles, etc.",2018,182476827.193
4404,"Hoopwood; split poles; piles, pickets, stakes of wood, pointed, not sawn lengthwise; wooden sticks, roughly trimmed, not turned, bent, etc., suitable for walking sticks, umbrellas, tool handles, etc.",2019,180547211.95
4404,"Hoopwood; split poles; piles, pickets, stakes of wood, pointed, not sawn lengthwise; wooden sticks, roughly trimmed, not turned, bent, etc., suitable for walking sticks, umbrellas, tool handles, etc.",2020,166688228.528
4404,"Hoopwood; split poles; piles, pickets, stakes of wood, pointed, not sawn lengthwise; wooden sticks, roughly trimmed, not turned, bent, etc., suitable for walking sticks, umbrellas, tool handles, etc.",2021,191073668.537
4404,"Hoopwood; split poles; piles, pickets, stakes of wood, pointed, not sawn lengthwise; wooden sticks, roughly trimmed, not turned, bent, etc., suitable for walking sticks, umbrellas, tool handles, etc.",2022,179555627.968
4404,"Hoopwood; split poles; piles, pickets, stakes of wood, pointed, not sawn lengthwise; wooden sticks, roughly trimmed, not turned, bent, etc., suitable for walking sticks, umbrellas, tool handles, etc.",2023,170843941.805
4404,"Hoopwood; split poles; piles, pickets, stakes of wood, pointed, not sawn lengthwise; wooden sticks, roughly trimmed, not turned, bent, etc., suitable for walking sticks, umbrellas, tool handles, etc.",2024,159012893.135
4405,Wood wool; wood flour,2015,72114194.825
4405,Wood wool; wood flour,2016,68035346.84
4405,Wood wool; wood flour,2017,75761317.052
4405,Wood wool; wood flour,2018,74703247.883
4405,Wood wool; wood flour,2019,71301617.848
4405,Wood wool; wood flour,2020,75219032.937
4405,Wood wool; wood flour,2021,77899851.163
4405,Wood wool; wood flour,2022,76780050.108
4405,Wood wool; wood flour,2023,72158983.917
4405,Wood wool; wood flour,2024,53181383.817
4406,Railway or tramway sleepers (cross-ties) of wood,2015,79112642.556
4406,Railway or tramway sleepers (cross-ties) of wood,2016,86305971.928
4406,Railway or tramway sleepers (cross-ties) of wood,2017,97820465.06
4406,Railway or tramway sleepers (cross-ties) of wood,2018,121894596.213
4406,Railway or tramway sleepers (cross-ties) of wood,2019,113992148.078
4406,Railway or tramway sleepers (cross-ties) of wood,2020,121019125.544
4406,Railway or tramway sleepers (cross-ties) of wood,2021,134389745.352
4406,Railway or tramway sleepers (cross-ties) of wood,2022,132246143.973
4406,Railway or tramway sleepers (cross-ties) of wood,2023,100536256.684
4406,Railway or tramway sleepers (cross-ties) of wood,2024,92164725.61400001
4407,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6mm",2015,23899473285.903
4407,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6mm",2016,26151020965.805
4407,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6mm",2017,28673612599.51
4407,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6mm",2018,29545462332.506
4407,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6mm",2019,24924414770.083
4407,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6mm",2020,28804385612.362
4407,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6mm",2021,46203614000.06
4407,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6mm",2022,1138094.7280000001
4407,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6mm",2023,1044647.0
4407,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6mm",2024,590999.0
4407,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm",2022,41613213724.578
4407,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm",2023,28601654156.709
4407,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm",2024,28013557550.732
4408,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, planed or not, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm",2015,1946909138.8009999
4408,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, planed or not, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm",2016,1974600886.341
4408,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, planed or not, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm",2017,2201743009.7999997
4408,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, planed or not, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm",2018,2499083262.62
4408,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, planed or not, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm",2019,2420932280.601
4408,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, planed or not, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm",2020,2241605789.081
4408,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, planed or not, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm",2021,3239116422.2869997
4408,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, planed or not, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm",2022,3280158429.211
4408,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, planed or not, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm",2023,3003215997.544
4408,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, planed or not, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm",2024,2670547184.575
4409,"Wood (including strips, friezes for parquet flooring, not assembled), continuously shaped (tongued, grooved, v-jointed, beaded or the like) along any edges, ends or faces, whether or not planed, sanded or end-jointed",2015,5021451471.066
4409,"Wood (including strips, friezes for parquet flooring, not assembled), continuously shaped (tongued, grooved, v-jointed, beaded or the like) along any edges, ends or faces, whether or not planed, sanded or end-jointed",2016,4793181722.705
4409,"Wood (including strips, friezes for parquet flooring, not assembled), continuously shaped (tongued, grooved, v-jointed, beaded or the like) along any edges, ends or faces, whether or not planed, sanded or end-jointed",2017,5105417547.468
4409,"Wood (including strips, friezes for parquet flooring, not assembled), continuously shaped (tongued, grooved, v-jointed, beaded or the like) along any edges, ends or faces, whether or not planed, sanded or end-jointed",2018,5253371205.242
4409,"Wood (including strips, friezes for parquet flooring, not assembled), continuously shaped (tongued, grooved, v-jointed, beaded or the like) along any edges, ends or faces, whether or not planed, sanded or end-jointed",2019,5074948713.469
4409,"Wood (including strips, friezes for parquet flooring, not assembled), continuously shaped (tongued, grooved, v-jointed, beaded or the like) along any edges, ends or faces, whether or not planed, sanded or end-jointed",2020,5050345201.601
4409,"Wood (including strips, friezes for parquet flooring, not assembled), continuously shaped (tongued, grooved, v-jointed, beaded or the like) along any edges, ends or faces, whether or not planed, sanded or end-jointed",2021,6619201418.157
4409,"Wood (including strips, friezes for parquet flooring, not assembled), continuously shaped (tongued, grooved, v-jointed, beaded or the like) along any edges, ends or faces, whether or not planed, sanded or end-jointed",2022,7375508379.993
4409,"Wood (including strips, friezes for parquet flooring, not assembled), continuously shaped (tongued, grooved, v-jointed, beaded or the like) along any edges, ends or faces, whether or not planed, sanded or end-jointed",2023,5319936450.234
4409,"Wood (including strips, friezes for parquet flooring, not assembled), continuously shaped (tongued, grooved, v-jointed, beaded or the like) along any edges, ends or faces, whether or not planed, sanded or end-jointed",2024,5098785077.058
4410,"Particle board, oriented strand board (OSB) and similar board (e.g. waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances",2015,5240957798.965
4410,"Particle board, oriented strand board (OSB) and similar board (e.g. waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances",2016,6037302210.411
4410,"Particle board, oriented strand board (OSB) and similar board (e.g. waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances",2017,6842818996.504
4410,"Particle board, oriented strand board (OSB) and similar board (e.g. waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances",2018,7548827330.914
4410,"Particle board, oriented strand board (OSB) and similar board (e.g. waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances",2019,6174170717.561
4410,"Particle board, oriented strand board (OSB) and similar board (e.g. waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances",2020,7373116489.249
4410,"Particle board, oriented strand board (OSB) and similar board (e.g. waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances",2021,13578225249.68
4410,"Particle board, oriented strand board (OSB) and similar board (e.g. waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances",2022,12040859665.827
4410,"Particle board, oriented strand board (OSB) and similar board (e.g. waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances",2023,8836510822.132
4410,"Particle board, oriented strand board (OSB) and similar board (e.g. waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances",2024,9392364373.873
4411,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances",2015,8798382093.723
4411,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances",2016,8695337307.622
4411,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances",2017,9147300632.93
4411,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances",2018,9584054104.775
4411,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances",2019,8795725347.675
4411,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances",2020,9348835767.283
4411,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances",2021,11986861404.782
4411,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances",2022,13142825145.405
4411,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances",2023,10994501111.431
4411,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances",2024,10748550952.956999
4412,"Plywood, veneered panels and similar laminated wood",2015,15031788047.201
4412,"Plywood, veneered panels and similar laminated wood",2016,14890576935.721
4412,"Plywood, veneered panels and similar laminated wood",2017,14841947723.22
4412,"Plywood, veneered panels and similar laminated wood",2018,17236379520.241
4412,"Plywood, veneered panels and similar laminated wood",2019,14056703164.934
4412,"Plywood, veneered panels and similar laminated wood",2020,13922418927.408
4412,"Plywood, veneered panels and similar laminated wood",2021,20057450306.956
4412,"Plywood, veneered panels and similar laminated wood",2022,20371429811.34
4412,"Plywood, veneered panels and similar laminated wood",2023,15738063211.812
4412,"Plywood, veneered panels and similar laminated wood",2024,15645090530.625
4413,"Densified wood, in blocks, plates, strips or profile shapes",2015,224872819.707
4413,"Densified wood, in blocks, plates, strips or profile shapes",2016,233772971.787
4413,"Densified wood, in blocks, plates, strips or profile shapes",2017,187395372.553
4413,"Densified wood, in blocks, plates, strips or profile shapes",2018,219786044.079
4413,"Densified wood, in blocks, plates, strips or profile shapes",2019,270375910.968
4413,"Densified wood, in blocks, plates, strips or profile shapes",2020,297693581.179
4413,"Densified wood, in blocks, plates, strips or profile shapes",2021,389842335.148
4413,"Densified wood, in blocks, plates, strips or profile shapes",2022,460879884.927
4413,"Densified wood, in blocks, plates, strips or profile shapes",2023,400453964.175
4413,"Densified wood, in blocks, plates, strips or profile shapes",2024,395171588.91
4414,"Wooden frames; for paintings, photographs, mirrors or similar objects",2015,1260194852.719
4414,"Wooden frames; for paintings, photographs, mirrors or similar objects",2016,1162701427.419
4414,"Wooden frames; for paintings, photographs, mirrors or similar objects",2017,1145810795.273
4414,"Wooden frames; for paintings, photographs, mirrors or similar objects",2018,1282239453.975
4414,"Wooden frames; for paintings, photographs, mirrors or similar objects",2019,1176763463.23
4414,"Wooden frames; for paintings, photographs, mirrors or similar objects",2020,1089396124.562
4414,"Wooden frames; for paintings, photographs, mirrors or similar objects",2021,1244135593.925
4414,"Wooden frames; for paintings, photographs, mirrors or similar objects",2022,1209255985.467
4414,"Wooden frames; for paintings, photographs, mirrors or similar objects",2023,1157835687.1629999
4414,"Wooden frames; for paintings, photographs, mirrors or similar objects",2024,1170974552.444
4415,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood",2015,2282922984.39
4415,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood",2016,2297243601.765
4415,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood",2017,2522519270.57
4415,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood",2018,2998092645.038
4415,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood",2019,2904983104.934
4415,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood",2020,3026134729.186
4415,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood",2021,4553110639.8220005
4415,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood",2022,5603348384.688001
4415,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood",2023,4429371483.8619995
4415,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood",2024,4090953541.458
4416,"Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves",2015,398487257.337
4416,"Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves",2016,397282239.573
4416,"Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves",2017,453609331.254
4416,"Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves",2018,467880699.22999996
4416,"Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves",2019,500155830.65299994
4416,"Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves",2020,439952275.588
4416,"Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves",2021,442852390.27400005
4416,"Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves",2022,563413421.218
4416,"Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves",2023,631613776.501
4416,"Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves",2024,599695519.03
4417,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood",2015,342210478.55799997
4417,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood",2016,339597672.404
4417,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood",2017,413932991.85800004
4417,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood",2018,498110441.555
4417,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood",2019,356828177.717
4417,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood",2020,415110715.55700004
4417,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood",2021,494777729.937
4417,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood",2022,493868292.606
4417,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood",2023,368168546.741
4417,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood",2024,276207014.697
4418,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes",2015,11419267979.824
4418,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes",2016,11629551534.827
4418,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes",2017,12290916310.694
4418,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes",2018,12735639845.087
4418,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes",2019,12034747229.708
4418,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes",2020,12499062022.702
4418,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes",2021,15954536190.133
4418,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes",2022,17505038903.061
4418,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes",2023,15330006732.432
4418,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes",2024,14921974242.916
4419,"Tableware and kitchenware, of wood",2015,1215040649.253
4419,"Tableware and kitchenware, of wood",2016,1273886943.322
4419,"Tableware and kitchenware, of wood",2017,1424180521.588
4419,"Tableware and kitchenware, of wood",2018,1596146662.452
4419,"Tableware and kitchenware, of wood",2019,1640730795.303
4419,"Tableware and kitchenware, of wood",2020,1779655454.854
4419,"Tableware and kitchenware, of wood",2021,2571790541.436
4419,"Tableware and kitchenware, of wood",2022,2862026442.691
4419,"Tableware and kitchenware, of wood",2023,2395856694.2530003
4419,"Tableware and kitchenware, of wood",2024,2436615595.366
4420,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles of wood; statuettes and other ornaments of wood; wooden articles of furniture not falling in chapter 94",2015,2159828641.825
4420,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles of wood; statuettes and other ornaments of wood; wooden articles of furniture not falling in chapter 94",2016,2226506069.508
4420,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles of wood; statuettes and other ornaments of wood; wooden articles of furniture not falling in chapter 94",2017,2435942655.7860003
4420,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles of wood; statuettes and other ornaments of wood; wooden articles of furniture not falling in chapter 94",2018,2694119964.561
4420,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles of wood; statuettes and other ornaments of wood; wooden articles of furniture not falling in chapter 94",2019,2666578307.755
4420,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles of wood; statuettes and other ornaments of wood; wooden articles of furniture not falling in chapter 94",2020,2591224176.212
4420,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles of wood; statuettes and other ornaments of wood; wooden articles of furniture not falling in chapter 94",2021,3405029889.4
4420,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles of wood; statuettes and other ornaments of wood; wooden articles of furniture not falling in chapter 94",2022,3387806893.587
4420,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles of wood; statuettes and other ornaments of wood; wooden articles of furniture not falling in chapter 94",2023,2705063705.0880003
4420,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles of wood; statuettes and other ornaments of wood; wooden articles of furniture not falling in chapter 94",2024,2440412748.94
4421,Wooden articles n.e.c. in heading no. 4414 to 4420,2015,6259411002.654
4421,Wooden articles n.e.c. in heading no. 4414 to 4420,2016,6200783660.815001
4421,Wooden articles n.e.c. in heading no. 4414 to 4420,2017,7044677613.406
4421,Wooden articles n.e.c. in heading no. 4414 to 4420,2018,7797544362.602
4421,Wooden articles n.e.c. in heading no. 4414 to 4420,2019,7096482198.693
4421,Wooden articles n.e.c. in heading no. 4414 to 4420,2020,7374582698.0
4421,Wooden articles n.e.c. in heading no. 4414 to 4420,2021,9648402188.395
4421,Wooden articles n.e.c. in heading no. 4414 to 4420,2022,10465068386.014
4421,Wooden articles n.e.c. in heading no. 4414 to 4420,2023,8819689495.214
4421,Wooden articles n.e.c. in heading no. 4414 to 4420,2024,8839423331.133
4501,"Natural cork, raw or simply prepared; waste cork; crushed, granulated or ground cork",2015,83287160.263
4501,"Natural cork, raw or simply prepared; waste cork; crushed, granulated or ground cork",2016,91657616.40799999
4501,"Natural cork, raw or simply prepared; waste cork; crushed, granulated or ground cork",2017,111720558.646
4501,"Natural cork, raw or simply prepared; waste cork; crushed, granulated or ground cork",2018,143383928.977
4501,"Natural cork, raw or simply prepared; waste cork; crushed, granulated or ground cork",2019,173562279.44300002
4501,"Natural cork, raw or simply prepared; waste cork; crushed, granulated or ground cork",2020,154143727.475
4501,"Natural cork, raw or simply prepared; waste cork; crushed, granulated or ground cork",2021,180982820.106
4501,"Natural cork, raw or simply prepared; waste cork; crushed, granulated or ground cork",2022,202467767.463
4501,"Natural cork, raw or simply prepared; waste cork; crushed, granulated or ground cork",2023,220095901.753
4501,"Natural cork, raw or simply prepared; waste cork; crushed, granulated or ground cork",2024,194611653.939
4502,"Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip, (including sharp-edged blanks for corks or stoppers)",2015,50941839.028000005
4502,"Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip, (including sharp-edged blanks for corks or stoppers)",2016,53398002.096
4502,"Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip, (including sharp-edged blanks for corks or stoppers)",2017,62085271.541
4502,"Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip, (including sharp-edged blanks for corks or stoppers)",2018,64459431.738
4502,"Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip, (including sharp-edged blanks for corks or stoppers)",2019,39292454.717
4502,"Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip, (including sharp-edged blanks for corks or stoppers)",2020,34976377.272
4502,"Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip, (including sharp-edged blanks for corks or stoppers)",2021,38799592.46
4502,"Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip, (including sharp-edged blanks for corks or stoppers)",2022,36840048.506000005
4502,"Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip, (including sharp-edged blanks for corks or stoppers)",2023,46251945.432
4502,"Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip, (including sharp-edged blanks for corks or stoppers)",2024,36664870.918000005
4503,Cork; articles of natural cork,2015,488342391.558
4503,Cork; articles of natural cork,2016,458997621.504
4503,Cork; articles of natural cork,2017,506766559.053
4503,Cork; articles of natural cork,2018,533030687.443
4503,Cork; articles of natural cork,2019,437550322.638
4503,Cork; articles of natural cork,2020,406469616.739
4503,Cork; articles of natural cork,2021,451035342.1
4503,Cork; articles of natural cork,2022,485807492.025
4503,Cork; articles of natural cork,2023,477918963.481
4503,Cork; articles of natural cork,2024,374688030.551
4504,Agglomerated cork (with or without a binding substance) and articles of agglomerated cork,2015,419485761.217
4504,Agglomerated cork (with or without a binding substance) and articles of agglomerated cork,2016,436629867.82600003
4504,Agglomerated cork (with or without a binding substance) and articles of agglomerated cork,2017,473757951.178
4504,Agglomerated cork (with or without a binding substance) and articles of agglomerated cork,2018,524260468.49200004
4504,Agglomerated cork (with or without a binding substance) and articles of agglomerated cork,2019,576449920.342
4504,Agglomerated cork (with or without a binding substance) and articles of agglomerated cork,2020,601999521.805
4504,Agglomerated cork (with or without a binding substance) and articles of agglomerated cork,2021,734850014.8280001
